t: 0.00000e+00   Fx1: 0.00000e+00   Fy1: 0.00000e+00   Fz1: 0.00000e+00  Fx2: 0.00000e+00   Fy2: 0.00000e+00   Fz2: 0.00000e+00  Fx3: 0.00000e+00   Fy3: 0.00000e+00   Fz3: 0.00000e+00 
t: 4.88997e-06   Fx1: 1.24265e-06   Fy1: -7.03633e-07   Fz1: 5.50890e-05  Fx2: -1.19400e-08   Fy2: -6.51512e-08   Fz2: 2.71390e-07  Fx3: -8.32153e-08   Fy3: -1.38433e-07   Fz3: 2.15924e-05 
t: 4.89997e-06   Fx1: -6.30195e-07   Fy1: -1.50248e-06   Fz1: 7.34185e-05  Fx2: -1.05771e-07   Fy2: -3.03479e-08   Fz2: -7.83949e-08  Fx3: 6.18857e-09   Fy3: -1.30217e-07   Fz3: 2.09458e-05 
t: 4.90997e-06   Fx1: -6.09788e-08   Fy1: -8.11251e-07   Fz1: -4.15863e-05  Fx2: 3.63770e-08   Fy2: 4.29090e-08   Fz2: -3.51570e-07  Fx3: -2.17181e-08   Fy3: -2.00848e-07   Fz3: 2.03177e-05 
t: 4.91997e-06   Fx1: 3.09334e-08   Fy1: 8.69349e-07   Fz1: 8.48502e-06  Fx2: 2.66663e-08   Fy2: 2.62966e-08   Fz2: -1.75834e-06  Fx3: -1.04158e-07   Fy3: -1.91397e-07   Fz3: 1.94935e-05 
t: 4.92997e-06   Fx1: -1.19844e-06   Fy1: 1.40483e-07   Fz1: -3.26771e-05  Fx2: -6.10862e-08   Fy2: -5.28014e-08   Fz2: -8.76838e-07  Fx3: -1.45030e-07   Fy3: -1.56761e-07   Fz3: 1.89200e-05 
t: 4.93997e-06   Fx1: 9.47485e-07   Fy1: -1.69737e-07   Fz1: 2.11209e-05  Fx2: 7.47931e-09   Fy2: 4.67584e-08   Fz2: -1.81720e-06  Fx3: -3.37847e-08   Fy3: -1.76177e-07   Fz3: 1.91693e-05 
t: 4.94997e-06   Fx1: -1.09980e-07   Fy1: -1.17016e-06   Fz1: 8.15217e-05  Fx2: 4.64798e-08   Fy2: -3.82361e-08   Fz2: 1.06977e-06  Fx3: -5.40904e-08   Fy3: -9.48083e-08   Fz3: 1.96984e-05 
t: 4.95997e-06   Fx1: 1.65071e-06   Fy1: -2.61392e-07   Fz1: 2.67641e-05  Fx2: -1.64505e-08   Fy2: -7.75047e-09   Fz2: 1.26507e-06  Fx3: -9.58005e-08   Fy3: -1.26359e-07   Fz3: 2.01022e-05 
t: 4.96997e-06   Fx1: -1.30150e-06   Fy1: 1.73346e-06   Fz1: 4.70706e-05  Fx2: 4.10897e-08   Fy2: -4.16844e-09   Fz2: 5.29874e-07  Fx3: -1.55493e-07   Fy3: -1.68987e-07   Fz3: 2.04573e-05 
t: 4.97997e-06   Fx1: 1.84337e-06   Fy1: -2.14944e-06   Fz1: 4.08663e-05  Fx2: -1.76011e-08   Fy2: -8.65973e-08   Fz2: -8.28349e-07  Fx3: -3.34377e-07   Fy3: -1.85735e-07   Fz3: 1.96581e-05 
t: 4.98997e-06   Fx1: 8.22549e-08   Fy1: 5.54434e-08   Fz1: 2.09837e-05  Fx2: -1.46054e-07   Fy2: 2.15184e-08   Fz2: 6.68783e-07  Fx3: -6.09034e-07   Fy3: -1.54355e-07   Fz3: 2.04721e-05 
t: 4.99997e-06   Fx1: 1.10658e-06   Fy1: -1.80360e-07   Fz1: 9.12035e-05  Fx2: 4.62732e-08   Fy2: -1.19861e-08   Fz2: -1.61518e-06  Fx3: -6.26928e-07   Fy3: -1.52961e-07   Fz3: 2.10656e-05 
